timestamp, index, uuid, name, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz]
2026/09/17 19:28:58.828, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 0 MiB, 15.00 W, 180 MHz
2026/09/17 19:29:00.836, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 0 MiB, 15.01 W, 180 MHz
2026/09/17 19:29:02.837, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 0 MiB, 14.69 W, 180 MHz
2026/09/17 19:29:04.837, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 0 MiB, 14.94 W, 180 MHz
2026/09/17 19:29:06.838, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 14.89 W, 180 MHz
2026/09/17 19:29:08.840, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 15.93 W, 180 MHz
2026/09/17 19:29:10.840, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 14.53 W, 180 MHz
2026/09/17 19:29:12.841, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 14.68 W, 180 MHz
2026/09/17 19:29:14.841, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 14.78 W, 180 MHz
2026/09/17 19:29:16.842, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 14.77 W, 180 MHz
2026/09/17 19:29:18.842, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 14.50 W, 180 MHz
2026/09/17 19:29:20.842, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 14.53 W, 180 MHz
2026/09/17 19:29:22.843, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 14.40 W, 180 MHz
2026/09/17 19:29:24.843, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 3 MiB, 14.59 W, 180 MHz
2026/09/17 19:29:26.844, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 10 %, 3971 MiB, 24.67 W, 2490 MHz
2026/09/17 19:29:28.845, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 427.72 W, 2767 MHz
2026/09/17 19:29:30.845, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 502.86 W, 2760 MHz
2026/09/17 19:29:32.846, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 505.02 W, 2767 MHz
2026/09/17 19:29:34.846, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 506.04 W, 2767 MHz
2026/09/17 19:29:36.846, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 507.94 W, 2767 MHz
2026/09/17 19:29:38.847, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 509.41 W, 2767 MHz
2026/09/17 19:29:40.847, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 510.40 W, 2767 MHz
2026/09/17 19:29:42.848, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 511.21 W, 2767 MHz
2026/09/17 19:29:44.848, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 512.42 W, 2767 MHz
2026/09/17 19:29:46.849, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 514.24 W, 2767 MHz
2026/09/17 19:29:48.849, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 514.90 W, 2767 MHz
2026/09/17 19:29:50.850, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 515.52 W, 2760 MHz
2026/09/17 19:29:52.850, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 517.05 W, 2760 MHz
2026/09/17 19:29:54.850, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 519.07 W, 2760 MHz
2026/09/17 19:29:56.851, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 520.08 W, 2760 MHz
2026/09/17 19:29:58.851, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 520.48 W, 2760 MHz
2026/09/17 19:30:00.852, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 521.80 W, 2760 MHz
2026/09/17 19:30:02.852, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 523.50 W, 2760 MHz
2026/09/17 19:30:04.853, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 524.20 W, 2760 MHz
2026/09/17 19:30:06.853, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 524.96 W, 2752 MHz
2026/09/17 19:30:08.854, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 526.31 W, 2752 MHz
2026/09/17 19:30:10.854, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 526.96 W, 2752 MHz
2026/09/17 19:30:12.855, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 526.98 W, 2760 MHz
2026/09/17 19:30:14.855, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 528.68 W, 2760 MHz
2026/09/17 19:30:16.856, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 529.34 W, 2752 MHz
2026/09/17 19:30:18.856, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 529.82 W, 2752 MHz
2026/09/17 19:30:20.856, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 530.42 W, 2752 MHz
2026/09/17 19:30:22.857, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 530.75 W, 2752 MHz
2026/09/17 19:30:24.857, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 531.59 W, 2752 MHz
2026/09/17 19:30:26.858, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 532.16 W, 2752 MHz
2026/09/17 19:30:28.859, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 532.55 W, 2752 MHz
2026/09/17 19:30:30.860, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 533.72 W, 2752 MHz
2026/09/17 19:30:32.861, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 533.84 W, 2752 MHz
2026/09/17 19:30:34.861, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 534.81 W, 2752 MHz
2026/09/17 19:30:36.862, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 536.30 W, 2752 MHz
2026/09/17 19:30:38.862, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 535.70 W, 2752 MHz
2026/09/17 19:30:40.863, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 536.59 W, 2752 MHz
2026/09/17 19:30:42.863, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 536.57 W, 2752 MHz
2026/09/17 19:30:44.864, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 536.69 W, 2752 MHz
2026/09/17 19:30:46.864, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 537.36 W, 2745 MHz
2026/09/17 19:30:48.865, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 537.17 W, 2745 MHz
2026/09/17 19:30:50.865, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 537.65 W, 2745 MHz
2026/09/17 19:30:52.866, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 538.16 W, 2745 MHz
2026/09/17 19:30:54.866, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 537.91 W, 2745 MHz
2026/09/17 19:30:56.867, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 539.38 W, 2745 MHz
2026/09/17 19:30:58.867, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 539.40 W, 2745 MHz
2026/09/17 19:31:00.868, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 539.04 W, 2745 MHz
2026/09/17 19:31:02.868, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 539.30 W, 2745 MHz
2026/09/17 19:31:04.869, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 539.95 W, 2745 MHz
2026/09/17 19:31:06.869, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 539.84 W, 2745 MHz
2026/09/17 19:31:08.870, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 540.09 W, 2745 MHz
2026/09/17 19:31:10.870, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 538.67 W, 2745 MHz
2026/09/17 19:31:12.871, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 539.13 W, 2745 MHz
2026/09/17 19:31:14.871, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 540.66 W, 2745 MHz
2026/09/17 19:31:16.872, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 539.95 W, 2745 MHz
2026/09/17 19:31:18.872, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 539.64 W, 2745 MHz
2026/09/17 19:31:20.873, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 540.59 W, 2745 MHz
2026/09/17 19:31:22.873, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 541.88 W, 2745 MHz
2026/09/17 19:31:24.874, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 542.06 W, 2745 MHz
2026/09/17 19:31:26.874, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 541.75 W, 2745 MHz
2026/09/17 19:31:28.875, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 541.39 W, 2745 MHz
2026/09/17 19:31:30.875, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 541.99 W, 2745 MHz
2026/09/17 19:31:32.876, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 541.66 W, 2745 MHz
2026/09/17 19:31:34.876, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 542.25 W, 2745 MHz
2026/09/17 19:31:36.877, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 542.09 W, 2745 MHz
2026/09/17 19:31:38.877, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 542.00 W, 2745 MHz
2026/09/17 19:31:40.878, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 542.32 W, 2745 MHz
2026/09/17 19:31:42.878, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 542.66 W, 2745 MHz
2026/09/17 19:31:44.879, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 542.37 W, 2745 MHz
2026/09/17 19:31:46.879, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 541.76 W, 2745 MHz
2026/09/17 19:31:48.880, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 542.18 W, 2745 MHz
2026/09/17 19:31:50.880, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 541.73 W, 2745 MHz
2026/09/17 19:31:52.881, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 541.73 W, 2745 MHz
2026/09/17 19:31:54.881, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 542.30 W, 2745 MHz
2026/09/17 19:31:56.882, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 542.81 W, 2745 MHz
2026/09/17 19:31:58.882, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 542.23 W, 2745 MHz
2026/09/17 19:32:00.883, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 543.10 W, 2745 MHz
2026/09/17 19:32:02.883, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 543.14 W, 2745 MHz
2026/09/17 19:32:04.883, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 543.59 W, 2745 MHz
2026/09/17 19:32:06.884, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 544.34 W, 2745 MHz
2026/09/17 19:32:08.884, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 543.88 W, 2745 MHz
2026/09/17 19:32:10.885, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 543.71 W, 2745 MHz
2026/09/17 19:32:12.885, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 543.81 W, 2745 MHz
2026/09/17 19:32:14.886, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 544.28 W, 2745 MHz
2026/09/17 19:32:16.886, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 543.68 W, 2745 MHz
2026/09/17 19:32:18.886, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 544.02 W, 2745 MHz
2026/09/17 19:32:20.887, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 544.23 W, 2745 MHz
2026/09/17 19:32:22.887, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 544.18 W, 2745 MHz
2026/09/17 19:32:24.888, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 544.80 W, 2745 MHz
2026/09/17 19:32:26.888, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 544.24 W, 2745 MHz
2026/09/17 19:32:28.889, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 543.34 W, 2745 MHz
2026/09/17 19:32:30.889, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 543.37 W, 2745 MHz
2026/09/17 19:32:32.890, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 544.09 W, 2745 MHz
2026/09/17 19:32:34.890, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 543.07 W, 2745 MHz
2026/09/17 19:32:36.891, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 543.22 W, 2745 MHz
2026/09/17 19:32:38.891, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 544.20 W, 2745 MHz
2026/09/17 19:32:40.892, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6075 MiB, 544.39 W, 2745 MHz
2026/09/17 19:32:42.892, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 544.44 W, 2745 MHz
2026/09/17 19:32:44.893, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 544.30 W, 2745 MHz
2026/09/17 19:32:46.893, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6075 MiB, 544.64 W, 2745 MHz
